                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.54468,                0.71483,                 1.0168,                 0.9596,                0.99309,                  0.995,                 0.9302,                0.43196,                0.44992,                0.83382,               0.000375,               0.000375,               0.000375
                      2,                0.54661,                0.56733,                0.99367,                0.95203,                      1,                  0.995,                0.89375,                0.48838,                0.48896,                0.86447,              0.0007474,              0.0007474,              0.0007474
                      3,                0.57938,                0.58275,                 1.0013,                0.79808,                0.98812,                  0.995,                0.90877,                0.49941,                0.74204,                0.85466,              0.0011045,              0.0011045,              0.0011045
                      4,                0.56034,                0.56609,                0.99407,                0.96766,                      1,                  0.995,                 0.9001,                0.49478,                0.45617,                0.84987,              0.0011757,              0.0011757,              0.0011757
                      5,                 0.5922,                0.62294,                0.99954,                0.92612,                0.98335,                  0.995,                 0.8604,                0.54551,                0.47742,                 0.9162,               0.001151,               0.001151,               0.001151
                      6,                0.57327,                0.61269,                 1.0012,                0.91778,                0.99911,                  0.995,                0.88842,                 0.5012,                0.51412,                0.86579,              0.0011263,              0.0011263,              0.0011263
                      7,                0.58046,                0.59931,                 1.0049,                0.96242,                0.99043,                  0.995,                0.93137,                0.45986,                  0.439,                0.84659,              0.0011015,              0.0011015,              0.0011015
                      8,                 0.5713,                0.61394,                 1.0046,                0.97214,                      1,                  0.995,                0.90839,                 0.4468,                0.40077,                0.83094,              0.0010768,              0.0010768,              0.0010768
                      9,                0.59261,                0.60781,                0.99347,                0.93703,                   0.95,                0.94756,                0.83328,                0.53917,                0.76149,                 0.8807,               0.001052,               0.001052,               0.001052
                     10,                0.59905,                0.60589,                0.99745,                0.98485,                0.95584,                  0.995,                0.89964,                 0.5232,                0.50153,                0.89784,              0.0010273,              0.0010273,              0.0010273
                     11,                 0.5663,                0.56341,                 1.0034,                0.98352,                0.95928,                  0.995,                0.90215,                0.47303,                0.42969,                0.86167,              0.0010025,              0.0010025,              0.0010025
                     12,                0.54926,                0.55813,                0.99478,                0.98074,                      1,                  0.995,                0.92259,                0.41041,                 0.3514,                 0.8309,             0.00097775,             0.00097775,             0.00097775
                     13,                0.58106,                0.57462,                0.98941,                0.97248,                0.99553,                  0.995,                0.90317,                 0.4599,                0.46348,                0.84246,               0.000953,               0.000953,               0.000953
                     14,                0.54253,                0.55737,                 0.9755,                0.93995,                0.95383,                  0.995,                0.91775,                0.48835,                0.53375,                0.86677,             0.00092825,             0.00092825,             0.00092825
                     15,                0.53194,                0.53118,                0.97663,                0.98489,                0.98701,                  0.995,                 0.9069,                0.46575,                0.46727,                0.84482,              0.0009035,              0.0009035,              0.0009035
                     16,                0.54093,                0.53001,                 0.9774,                0.87046,                      1,                  0.995,                 0.8767,                 0.5271,                0.48508,                0.87968,             0.00087875,             0.00087875,             0.00087875
                     17,                 0.5739,                0.55341,                0.98701,                0.89827,                 0.9747,                  0.995,                0.91339,                0.47818,                0.47719,                0.88434,               0.000854,               0.000854,               0.000854
                     18,                0.55193,                 0.5624,                 1.0005,                 0.8992,                      1,                  0.995,                0.90115,                0.47656,                0.45008,                0.84772,             0.00082925,             0.00082925,             0.00082925
                     19,                0.54499,                0.52629,                0.99251,                 0.9495,                      1,                  0.995,                0.92837,                0.47558,                0.44673,                0.85015,              0.0008045,              0.0008045,              0.0008045
                     20,                0.55934,                0.53855,                0.98358,                0.96017,                      1,                  0.995,                0.92106,                0.46045,                0.40467,                0.83957,             0.00077975,             0.00077975,             0.00077975
                     21,                0.51284,                0.50411,                0.97467,                0.92938,                      1,                  0.995,                0.92873,                0.42041,                0.40079,                0.82405,               0.000755,               0.000755,               0.000755
                     22,                0.51919,                0.47694,                0.97595,                 0.9816,                      1,                  0.995,                0.91469,                0.40296,                0.35996,                0.81482,             0.00073025,             0.00073025,             0.00073025
                     23,                0.51875,                0.49723,                0.98058,                0.97581,                0.98078,                  0.995,                 0.9233,                0.41177,                0.36071,                0.82609,              0.0007055,              0.0007055,              0.0007055
                     24,                0.50031,                 0.4802,                0.97252,                0.90616,                      1,                0.98071,                0.89031,                0.43206,                0.43399,                0.83998,             0.00068075,             0.00068075,             0.00068075
                     25,                0.52856,                0.51564,                0.96747,                0.88884,                 0.9744,                0.98667,                0.90264,                0.45786,                0.46439,                0.83771,               0.000656,               0.000656,               0.000656
                     26,                0.52558,                0.49413,                0.97824,                0.97647,                      1,                  0.995,                0.91929,                0.45283,                0.40015,                 0.8279,             0.00063125,             0.00063125,             0.00063125
                     27,                 0.5164,                0.50189,                0.97944,                0.98478,                      1,                  0.995,                0.91068,                0.43821,                0.37259,                0.82846,              0.0006065,              0.0006065,              0.0006065
                     28,                 0.4989,                0.47622,                0.98106,                0.99017,                      1,                  0.995,                0.91453,                0.42586,                 0.4229,                0.83178,             0.00058175,             0.00058175,             0.00058175
                     29,                0.48133,                0.46211,                0.97241,                0.98959,                      1,                  0.995,                0.94543,                0.36297,                 0.3699,                0.80655,               0.000557,               0.000557,               0.000557
                     30,                 0.4986,                0.47926,                0.97507,                0.98926,                      1,                  0.995,                0.93608,                0.41855,                0.32991,                0.83368,             0.00053225,             0.00053225,             0.00053225
                     31,                0.47639,                0.45981,                0.97312,                0.98646,                      1,                  0.995,                0.91763,                0.42498,                0.33732,                0.83412,              0.0005075,              0.0005075,              0.0005075
                     32,                0.50238,                0.47628,                0.97874,                0.98524,                0.95538,                  0.995,                 0.9302,                0.40776,                0.38853,                0.83745,             0.00048275,             0.00048275,             0.00048275
                     33,                0.47778,                0.46297,                0.96288,                  0.988,                      1,                  0.995,                0.94098,                 0.3889,                0.34472,                0.81995,               0.000458,               0.000458,               0.000458
                     34,                0.49396,                0.46817,                0.97486,                0.98142,                      1,                  0.995,                0.93253,                0.38707,                0.38348,                0.81953,             0.00043325,             0.00043325,             0.00043325
                     35,                0.51333,                0.46629,                0.96303,                0.98808,                      1,                  0.995,                0.92204,                0.42967,                0.38535,                0.85106,              0.0004085,              0.0004085,              0.0004085
                     36,                0.50334,                0.45487,                0.97825,                0.98365,                      1,                  0.995,                0.91526,                0.43694,                0.39055,                 0.8373,             0.00038375,             0.00038375,             0.00038375
                     37,                0.47788,                 0.4579,                 0.9708,                0.97664,                      1,                  0.995,                0.91658,                0.41129,                0.39655,                0.81781,               0.000359,               0.000359,               0.000359
                     38,                0.47902,                0.45458,                0.95479,                0.98383,                      1,                  0.995,                0.91708,                0.39273,                0.38186,                0.81522,             0.00033425,             0.00033425,             0.00033425
                     39,                0.45836,                0.42219,                0.97582,                0.98662,                      1,                  0.995,                0.91479,                0.39801,                  0.352,                0.81631,              0.0003095,              0.0003095,              0.0003095
                     40,                0.44049,                0.41035,                0.95111,                 0.9875,                      1,                  0.995,                0.92815,                0.38814,                0.36746,                0.81151,             0.00028475,             0.00028475,             0.00028475
                     41,                0.28567,                0.33369,                 0.9568,                 0.9891,                      1,                  0.995,                0.92924,                0.41615,                0.36455,                0.82141,                0.00026,                0.00026,                0.00026
                     42,                0.22674,                0.22127,                0.93005,                0.96115,                   0.95,                0.98667,                 0.9192,                0.44001,                0.38676,                 0.8335,             0.00023525,             0.00023525,             0.00023525
                     43,                0.20163,                0.20991,                0.92393,                 0.9665,                0.99976,                  0.995,                0.92945,                0.41374,                0.37951,                0.82351,              0.0002105,              0.0002105,              0.0002105
                     44,                0.21222,                0.20028,                0.91783,                0.95032,                      1,                  0.995,                0.93769,                0.40208,                0.37262,                0.81376,             0.00018575,             0.00018575,             0.00018575
                     45,                0.22046,                0.20036,                0.92156,                0.98082,                      1,                  0.995,                  0.939,                 0.4069,                0.38026,                0.82183,               0.000161,               0.000161,               0.000161
                     46,                0.20125,                 0.1694,                0.91815,                0.96715,                      1,                  0.995,                0.93005,                0.40724,                0.40235,                0.82343,             0.00013625,             0.00013625,             0.00013625
                     47,                0.19264,                0.16869,                0.91445,                0.96193,                      1,                  0.995,                0.93729,                0.38104,                0.41563,                 0.8152,              0.0001115,              0.0001115,              0.0001115
                     48,                0.21739,                0.17475,                0.91976,                0.90658,                      1,                  0.995,                0.94658,                0.36569,                0.40726,                 0.8088,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                 0.1936,                0.17047,                0.92692,                0.91215,                      1,                  0.995,                0.94668,                0.36347,                0.39809,                0.80807,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                0.19606,                0.17474,                0.91409,                0.91343,                      1,                  0.995,                0.94839,                0.37188,                0.40272,                0.80934,              3.725e-05,              3.725e-05,              3.725e-05
